  1.00000000   2.31312720
  1.04166667   2.06715360
  1.08333333   1.57520640
  1.12500000   1.03632000
  1.16666667   0.45537120
  1.20833333  -0.03352800
  1.25000000  -0.23469600
  1.29166667   0.05334000
  1.33333333   0.68427600
  1.37500000   1.47614640
  1.41666667   2.20614240
  1.45833333   2.65115040
  1.50000000   2.85018480
  1.54166667   2.69229840
  1.58333333   2.27716080
  1.62500000   1.73126400
  1.66666667   1.17530880
  1.70833333   0.60929520
  1.75000000   0.23835360
  1.79166667   0.10119360
  1.83333333   0.36027360
  1.87500000   0.84124800
  1.91666667   1.40025120
  1.95833333   1.92511680
  2.00000000   2.25033840
  2.04166667   2.38627920
  2.08333333   2.21010480
  2.12500000   1.73736000
  2.16666667   1.13629440
  2.20833333   0.47731680
  2.25000000  -0.00914400
  2.29166667  -0.16154400
  2.33333333  -0.00304800
  2.37500000   0.71719440
  2.41666667   1.50510240
  2.45833333   2.22412560
  2.50000000   2.64932160
  2.54166667   2.85109920
  2.58333333   2.77520400
  2.62500000   2.36524800
  2.66666667   1.78612800
  2.70833333   1.18110000
  2.75000000   0.56022240
  2.79166667   0.06827520
  2.83333333  -0.08839200
  2.87500000   0.21518880
  2.91666667   0.77815440
  2.95833333   1.47523200
  3.00000000   2.08026000
  3.04166667   2.43718080
  3.08333333   2.45638320
  3.12500000   2.18114880
  3.16666667   1.70017440
  3.20833333   1.09636560
  3.25000000   0.46116240
  3.29166667  -0.03962400
  3.33333333  -0.22250400
  3.37500000   0.10515600
  3.41666667   0.77510640
  3.45833333   1.62336480
  3.50000000   2.36921040
  3.54166667   2.79410160
  3.58333333   2.95716960
  3.62500000   2.80537920
  3.66666667   2.35915200
  3.70833333   1.69011600
  3.75000000   1.05125520
  3.79166667   0.38221920
  3.83333333  -0.11887200
  3.87500000  -0.23469600
  3.91666667   0.18836640
  3.95833333   0.96834960
  4.00000000   1.72425360
  4.04166667   2.28935280
  4.08333333   2.46918480
  4.12500000   2.28539040
  4.16666667   1.87421520
  4.20833333   1.37922000
  4.25000000   0.83027520
  4.29166667   0.25328880
  4.33333333  -0.16459200
  4.37500000  -0.30175200
  4.41666667   0.02834640
  4.45833333   0.64129920
  4.50000000   1.40939520
  4.54166667   2.12415120
  4.58333333   2.54111760
  4.62500000   2.65115040
  4.66666667   2.41310160
  4.70833333   1.93730880
  4.75000000   1.25638560
  4.79166667   0.74432160
  4.83333333   0.14538960
  4.87500000  -0.29870400
  4.91666667  -0.32918400
  4.95833333   0.15727680
  5.00000000   0.80528160
  5.04166667   1.47919440
  5.08333333   1.97510400
  5.12500000   2.13420960
  5.16666667   1.93517520
  5.20833333   1.57337760
  5.25000000   1.05918000
  5.29166667   0.52913280
  5.33333333   0.01828800
  5.37500000  -0.31699200
  5.41666667  -0.30784800
  5.45833333   0.14234160
  5.50000000   0.75529440
  5.54166667   1.46121120
  5.58333333   2.04917040
  5.62500000   2.41310160
  5.66666667   2.47436640
  5.70833333   2.21223840
  5.75000000   1.74223680
  5.79166667   1.17713760
  5.83333333   0.55321200
  5.87500000  -0.01828800
  5.91666667  -0.35356800
  5.95833333  -0.17068800
  6.00000000   0.35539680
  6.04166667   0.94731840
  6.08333333   1.53314400
  6.12500000   1.89311280
  6.16666667   2.03636880
  6.20833333   1.85714640
  6.25000000   1.54015440
  6.29166667   1.09423200
  6.33333333   0.54437280
  6.37500000   0.05120640
  6.41666667  -0.27736800
  6.45833333  -0.24688800
  6.50000000   0.18623280
  6.54166667   0.80528160
  6.58333333   1.49138640
  6.62500000   2.06014320
  6.66666667   2.34939840
  6.70833333   2.35732320
  6.75000000   2.09214720
  6.79166667   1.61726880
  6.83333333   1.04515920
  6.87500000   0.44317920
  6.91666667  -0.00000000
  6.95833333  -0.15240000
  7.00000000   0.12923520
  7.04166667   0.63611760
  7.08333333   1.18932960
  7.12500000   1.65232080
  7.16666667   1.98912480
  7.20833333   2.11013040
  7.25000000   1.98638160
  7.29166667   1.71023280
  7.33333333   1.26918720
  7.37500000   0.76931520
  7.41666667   0.32125920
  7.45833333   0.06736080
  7.50000000   0.12039600
  7.54166667   0.48432720
  7.58333333   0.98938080
  7.62500000   1.59715200
  7.66666667   1.97022720
  7.70833333   2.25430080
  7.75000000   2.21833440
  7.79166667   1.94035680
  7.83333333   1.49230080
  7.87500000   0.96438720
  7.91666667   0.44622720
  7.95833333   0.10515600
  8.00000000   0.06827520
  8.04166667   0.33710880
  8.08333333   0.73121520
  8.12500000   1.19237760
  8.16666667   1.58313120
  8.20833333   1.84617360
  8.25000000   2.05526640
  8.29166667   1.97632320
  8.33333333   1.68036240
  8.37500000   1.27711200
  8.41666667   0.80314800
  8.45833333   0.44226480
  8.50000000   0.09936480
  8.54166667   0.13716000
  8.58333333   0.46725840
  8.62500000   0.92811600
  8.66666667   1.46334480
  8.70833333   1.89128400
  8.75000000   2.08909920
  8.79166667   1.94218560
  8.83333333   1.63921440
  8.87500000   1.15732560
  8.91666667   0.65623440
  8.95833333   0.25024080
  9.00000000   0.03718560
  9.04166667   0.06614160
  9.08333333   0.36118800
  9.12500000   0.75438000
  9.16666667   1.17530880
  9.20833333   1.55326080
  9.25000000   1.87116720
  9.29166667   1.96413120
  9.33333333   1.90713360
  9.37500000   1.57215840
  9.41666667   1.16037360
  9.45833333   0.70225920
  9.50000000   0.32430720
  9.54166667   0.19812000
  9.58333333   0.10911840
  9.62500000   0.47335440
  9.66666667   0.92110560
  9.70833333   1.40726160
  9.75000000   1.77027840
  9.79166667   1.94828160
  9.83333333   1.81538880
  9.87500000   1.52339040
  9.91666667   1.06923840
  9.95833333   0.63124080
 10.00000000   0.28925520
 10.04166667   0.11125200
 10.08333333   0.17434560
 10.12500000   0.41239440
 10.16666667   0.69921120
 10.20833333   1.15915440
 10.25000000   1.56819600
 10.29166667   1.90225680
 10.33333333   2.04337920
 10.37500000   1.96535040
 10.41666667   1.72425360
 10.45833333   1.30423920
 10.50000000   0.87020400
 10.54166667   0.49926240
 10.58333333   0.22616160
 10.62500000   0.21915120
 10.66666667   0.65836800
 10.70833333   1.09910880
 10.75000000   1.56728160
 10.79166667   1.87330080
 10.83333333   1.98120000
 10.87500000   1.81234080
 10.91666667   1.54137360
 10.95833333   1.22133360
 11.00000000   0.88239600
 11.04166667   0.59710320
 11.08333333   0.37216080
 11.12500000   0.30632400
 11.16666667   0.48036480
 11.20833333   0.83728560
 11.25000000   1.26918720
 11.29166667   1.72730160
 11.33333333   2.07629760
 11.37500000   2.16529920
 11.41666667   2.05709520
 11.45833333   1.75534320
 11.50000000   1.35422640
 11.54166667   0.88422480
 11.58333333   0.44531280
 11.62500000   0.17617440
 11.66666667   0.24323040
 11.70833333   0.60624720
 11.75000000   1.10032800
 11.79166667   1.54015440
 11.83333333   1.84739280
 11.87500000   1.92420240
 11.91666667   1.79222400
 11.95833333   1.52430480
 12.00000000   1.18231920
 12.04166667   0.79522320
 12.08333333   0.44439840
 12.12500000   0.18135600
 12.16666667   0.10637520
 12.20833333   0.36423600
 12.25000000   0.78638400
 12.29166667   1.30637280
 12.33333333   1.77637440
 12.37500000   2.06623920
 12.41666667   2.13817200
 12.45833333   1.97815200
 12.50000000   1.64622480
 12.54166667   1.23139200
 12.58333333   0.73426320
 12.62500000   0.34838640
 12.66666667   0.13319760
 12.70833333   0.26517600
 12.75000000   0.62331600
 12.79166667   1.05613200
 12.83333333   1.47523200
 12.87500000   1.76936400
 12.91666667   1.88732160
 12.95833333   1.75839120
 13.00000000   1.48529040
 13.04166667   0.98419920
 13.08333333   0.54833520
 13.12500000   0.14417040
 13.16666667  -0.11277600
 13.20833333  -0.03962400
